anchor,layer,run_kind,n_items,n_rows,attention_mass_question,attention_mass_options,attention_mass_question_options,attention_mass_wrapper_syntax,attention_mass_instruction,attention_entropy,content_vs_wrapper_focus_ratio
options_end,22,corrupt_wrong_wrapped,285,3420,0.07093440331617032,0.26474955415315643,0.3356839574693268,0.6643160435655672,0.0,1.8845961055908984,3.14111502893582
options_end,22,vanilla_same_item,285,3420,0.4552392946573103,0.20103407353304661,0.6562733681903569,0.3437266318677188,0.0,1.8994391297300657,60.85972653284739
options_end,23,clean_correct_wrapped,285,3420,0.07103840917774058,0.14789663147307938,0.21893504065081998,0.7810649585793046,0.0,1.8912107874753705,0.7181065766729733
options_end,23,corrupt_wrong_wrapped,285,3420,0.07338710296345724,0.1551966463356182,0.22858374929907543,0.771416249453248,0.0,1.8957649852721052,0.7245082406572183
options_end,23,vanilla_same_item,285,3420,0.5228983601218917,0.12156203967552325,0.644460399797415,0.355539599102932,0.0,1.7578649703064684,18.773045337470183
options_end,24,clean_correct_wrapped,285,3420,0.073988811930247,0.14453663681395407,0.21852544874420105,0.7814745509749202,0.0,1.9913205016333588,0.6714726975904685
options_end,24,corrupt_wrong_wrapped,285,3420,0.07560220762768528,0.1545872582296955,0.23018946585738076,0.7698105347043241,0.0,1.9793683747641133,0.6162869182375977
options_end,24,vanilla_same_item,285,3420,0.4989409750813553,0.1457858400601538,0.6447268151415091,0.355273185593991,0.0,1.9225452114005535,5.542785934112599
options_end,25,clean_correct_wrapped,285,3420,0.07891690425651751,0.11630211286544802,0.19521901712196554,0.8047809827833148,0.0,1.8636690450276723,1.0802647684409583
options_end,25,corrupt_wrong_wrapped,285,3420,0.08181918854623088,0.12027981112480242,0.2020989996710333,0.7979009996857276,0.0,1.864903169736397,1.1115171289695536
options_end,25,vanilla_same_item,285,3420,0.5781534656814207,0.11559111431538281,0.6937445799968035,0.3062554197008749,0.0,1.846000283286629,9.123943081506424
options_end,26,clean_correct_wrapped,285,3420,0.12466278785828784,0.1046490978216928,0.22931188567998065,0.770688113646462,0.0,2.407680747627515,0.37569202663444956
options_end,26,corrupt_wrong_wrapped,285,3420,0.1289202686459812,0.1124042289186362,0.24132449756461738,0.7586755024149404,0.0,2.4047720476113565,0.41374270200278507
options_end,26,vanilla_same_item,285,3420,0.6248063582164503,0.09252827472605504,0.7173346329425053,0.28266536733353437,0.0,2.4019679452766454,3.5955548118780185
options_end,27,clean_correct_wrapped,285,3420,0.17734631620521443,0.20939870900536983,0.38674502521058424,0.6132549754190749,0.0,3.1546820471466286,1.745030294831506
options_end,27,corrupt_wrong_wrapped,285,3420,0.18384927746276297,0.22177923485240994,0.4056285123151729,0.5943714869167787,0.0,3.1859133325386466,1.920733687534328
options_end,27,vanilla_same_item,285,3420,0.38166724287840803,0.2089252169236274,0.5905924598020355,0.40940754038134686,0.0,3.013979164689605,2.408974036578865
